graph,query,scenario,run,runtime_ms
artificial_trees_ultratall_100_dewey,01_all_descendants,q04,5,1.522
artificial_trees_ultratall_100_prepost,01_all_descendants,q04,1,1.638
artificial_trees_ultratall_100_prepost,01_all_descendants,q04,2,1.652
artificial_trees_ultratall_100_prepost,01_all_descendants,q04,3,1.717
artificial_trees_ultratall_100_prepost,01_all_descendants,q04,4,1.463
artificial_trees_ultratall_100_prepost,01_all_descendants,q04,5,1.544
artificial_trees_ultratall_1000_baseline,01_all_descendants,q01_q02,1,8.647
artificial_trees_ultratall_1000_baseline,01_all_descendants,q01_q02,2,10.907
artificial_trees_ultratall_1000_baseline,01_all_descendants,q01_q02,3,11.700
artificial_trees_ultratall_1000_baseline,01_all_descendants,q01_q02,4,11.102
artificial_trees_ultratall_1000_baseline,01_all_descendants,q01_q02,5,11.514
artificial_trees_ultratall_1000_dewey,01_all_descendants,q01_q02,1,1.975
